runtime,book_id,steam,team,lteam,team_id,money_line,decimal_line,prob_win
1629226804.742044,249,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629226804.750372,250,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629226804.757932,255,NE,Patriots,"New England Patriots",129,3200.0,33.0,3.03030303030303
1629226804.764402,257,NE,Patriots,"New England Patriots",129,3700.0,38.0,2.63157894736842
1629226804.772795,258,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629226804.781004,261,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629226804.787496,262,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629226804.795108,263,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629226804.80276,275,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629226804.809771,280,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629226804.817182,281,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629226804.824417,283,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629226804.831168,345,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629226804.838521,346,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629226804.845725,349,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629226804.852353,351,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629226804.859916,411,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629230404.04902,8,NE,Patriots,"New England Patriots",129,2000.0,21.0,4.76190476190476
1629230404.06692,15,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629230404.073588,68,NE,Patriots,"New England Patriots",129,3500.0,36.0,2.77777777777778
1629230404.092165,69,NE,Patriots,"New England Patriots",129,3700.0,38.0,2.63157894736842
1629230404.112781,70,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629230404.129713,71,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629230404.13743,72,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629230404.143872,73,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629230404.151026,74,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629230404.158169,75,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629230404.164605,76,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629230404.17118,77,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629230404.178401,79,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629230404.185139,121,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629230404.192014,122,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629230404.199274,123,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629230404.205761,246,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629230404.213005,247,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629230404.219771,248,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629230404.22738,249,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629230404.234162,250,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629230404.241436,255,NE,Patriots,"New England Patriots",129,3200.0,33.0,3.03030303030303
1629230404.257613,257,NE,Patriots,"New England Patriots",129,3700.0,38.0,2.63157894736842
1629230404.264552,258,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629230404.288921,261,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629230404.30654,262,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629230404.312828,263,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629230404.33115,275,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629230404.348675,280,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629230404.355495,281,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629230404.37254,283,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629230404.382247,345,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629230404.38981,346,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629230404.404112,349,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629230404.410743,351,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629230404.428548,411,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629234004.847804,8,NE,Patriots,"New England Patriots",129,2000.0,21.0,4.76190476190476
1629234004.860443,15,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629234004.872497,68,NE,Patriots,"New England Patriots",129,3500.0,36.0,2.77777777777778
1629234004.888651,69,NE,Patriots,"New England Patriots",129,3700.0,38.0,2.63157894736842
1629234004.89788,70,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629234004.906154,71,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629234004.916757,72,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629234004.927614,73,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629234004.937535,74,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629234004.946836,75,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629234004.954522,76,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629234004.962967,77,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629234004.96988,79,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629234004.978469,121,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629234004.986239,122,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629234004.995485,123,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629234005.005037,246,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629234005.01247,247,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629234005.019858,248,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629234005.028335,249,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629234005.035266,250,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629234005.042342,255,NE,Patriots,"New England Patriots",129,3200.0,33.0,3.03030303030303
1629234005.051054,257,NE,Patriots,"New England Patriots",129,3700.0,38.0,2.63157894736842
1629234005.059331,258,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629234005.066766,261,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629234005.074317,262,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629234005.083003,263,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629234005.091763,275,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629234005.099447,280,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629234005.106671,281,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629234005.115952,283,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629234005.124946,345,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629234005.133799,346,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629234005.145302,349,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629234005.156085,351,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629234005.16694,411,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629237604.440953,8,NE,Patriots,"New England Patriots",129,2000.0,21.0,4.76190476190476
1629237604.469314,15,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629237604.484842,68,NE,Patriots,"New England Patriots",129,3500.0,36.0,2.77777777777778
1629237604.491541,69,NE,Patriots,"New England Patriots",129,3700.0,38.0,2.63157894736842
1629237604.508105,70,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629237604.514811,71,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629237604.521205,72,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629237604.527979,73,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629237604.535027,74,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629237604.54142,75,NE,Patriots,"New England Patriots",129,3000.0,31.0,3.2258064516129
1629237604.547791,76,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
1629237604.554579,77,NE,Patriots,"New England Patriots",129,3300.0,34.0,2.94117647058823
